Fonte; Local; Sexo; Raça-cor; Grau de instrução; Tipo de movimentação; Categoria; Amostra; Salário; Salário Fixo; Idade; Horas Contratuais; estoque; 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ;  ; 3400114 ; 7417,74 ; 6161,41 ; 32 ; 42 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT ; 3080935 ; 7847,42 ; 6639,86 ; 33 ; 42 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Trabalhador rural por pequeno prazo da Lei 11.718/2008 ; 2749 ; 1616,90 ; 1552,28 ; 34 ; 44 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Aprendiz ; 75515 ; 3283,17 ; 618,40 ; 18 ; 25 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Doméstico ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Contrato a termo firmado nos termos da Lei 9.601/1998 ; 35666 ; 4489,15 ; 1907,79 ; 33 ; 42 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Trabalhador temporário - Contrato nos termos da Lei 6.019/1974 ; 139702 ; 1794,74 ; 1443,99 ; 31 ; 43 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Contrato de trabalho Verde e Amarelo - sem acordo para antecipação mensal da multa rescisória do FGTS ; 189 ; 1270,60 ; 1210,84 ; 22 ; 41 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Contrato de trabalho Verde e Amarelo - com acordo para antecipação mensal da multa rescisória do FGTS ; 50 ; 1228,74 ; 1228,74 ; 22 ; 42 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Empregado - Contrato de trabalho intermitente ; 38905 ; 8116,54 ; 177,44 ; 33 ; 41 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ;  ; Não Identificado ; 26403 ; 2442,19 ; NaN ; 37 ; 39 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ;  ; 1161 ; 2124,38 ; NaN ; 32 ; 39 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Trabalhador rural por pequeno prazo da Lei 11.718/2008 ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Aprendiz ; 26 ; 692,82 ; NaN ; 17 ; 24 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Doméstico ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Contrato a termo firmado nos termos da Lei 9.601/1998 ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Trabalhador temporário - Contrato nos termos da Lei 6.019/1974 ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Contrato de trabalho Verde e Amarelo - sem acordo para antecipação mensal da multa rescisória do FGTS ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Contrato de trabalho Verde e Amarelo - com acordo para antecipação mensal da multa rescisória do FGTS ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Empregado - Contrato de trabalho intermitente ; 4 ; 2504,18 ; NaN ; 25 ; 1 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por primeiro emprego ; Não Identificado ; 1131 ; 2155,95 ; NaN ; 32 ; 40 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ;  ; 9542 ; 2381,07 ; NaN ; 37 ; 40 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Trabalhador rural por pequeno prazo da Lei 11.718/2008 ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Aprendiz ; 7 ; 850,37 ; NaN ; 20 ; 26 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Doméstico ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Contrato a termo firmado nos termos da Lei 9.601/1998 ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Trabalhador temporário - Contrato nos termos da Lei 6.019/1974 ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Contrato de trabalho Verde e Amarelo - sem acordo para antecipação mensal da multa rescisória do FGTS ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Contrato de trabalho Verde e Amarelo - com acordo para antecipação mensal da multa rescisória do FGTS ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Empregado - Contrato de trabalho intermitente ; 88 ; 4762,61 ; NaN ; 34 ; 1 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por reemprego ; Não Identificado ; 9447 ; 2360,02 ; NaN ; 37 ; 40 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por contrato trabalho prazo determinado ;  ; 1677 ; 2145,87 ; NaN ; 36 ; 38 ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por contrato trabalho prazo determinado ; Empregado - Geral, inclusive o empregado público da administração direta ou indireta contratado pela CLT ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
CAGEDMOV202201.txt ;  ;  ;  ;  ; Admissão por contrato trabalho prazo determinado ; Empregado - Trabalhador rural por pequeno prazo da Lei 11.718/2008 ; 0 ; NaN ; NaN ; NaN ; NaN ; 78488470 
